LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,non_overcrowded_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005892,E01005892 : Stockport 003B,4.96,23.43,2.54,25.36,35.26,94.1923775,15.97,2.22,12.96,0.33
E01005895,E01005895 : Stockport 003C,3.7,26.88,4.94,9.26,33.06,96.49484536,15.98,2.13,12.92,0.39
E01005920,E01005920 : Stockport 003D,4.21,40.2,3.48,8.7,11.41,98.1042654,15.83,2.24,12.88,0.38
E01005921,E01005921 : Stockport 003E,5.75,26.36,6.73,51.19,47.14,91.75977654,16.24,2.19,12.98,0.23
E01005922,E01005922 : Stockport 003F,4.21,25.75,18.48,38.9,18.09,97.74193548,16.24,2.19,12.98,0.36
E01005753,E01005753 : Stockport 004A,8.76,18.44,4.35,47.31,57.16,92.75362319,17.1,2.22,13.45,0.44
E01005754,E01005754 : Stockport 004B,11.25,15.16,2.12,26.23,79.34,93.53281853,16.34,2.14,13.39,0.54
E01005755,E01005755 : Stockport 004C,9.01,18.32,2.36,26.56,57.16,90.82058414,16.98,2.25,13.31,0.44
E01005756,E01005756 : Stockport 004D,9.35,28.88,7.6,20.19,60.1,93.26275265,15.83,2.13,13.63,0.46
E01005745,E01005745 : Stockport 005A,2.97,28.37,17.5,27.5,19.73,96.33333333,14.55,2.42,12.76,0.45
E01005746,E01005746 : Stockport 005B,10.74,19.98,1.79,17.65,59.36,95.77464789,15.16,2.28,12.21,0.45
E01005747,E01005747 : Stockport 005C,3.25,34.97,13.78,15.99,10.71,98.80952381,13.14,2.48,12.33,0.46
E01005748,E01005748 : Stockport 005D,2.25,34.8,31.57,3.17,6.65,98.48942598,13.91,2.32,12.25,0.48
E01005863,E01005863 : Stockport 006A,2.69,54.66,13.9,12.08,25.03,94.28571429,17,2.26,13.09,0.45
E01005864,E01005864 : Stockport 006B,2.33,57.5,16.09,19.22,31.1,96.71875,16.12,2.16,12.75,0.43
E01005866,E01005866 : Stockport 006C,4.12,51.32,6.56,17.4,47.04,88.41309824,16.12,2.16,12.75,0.39
E01005869,E01005869 : Stockport 006D,4.42,42.26,5.96,17.28,16.39,97.39663093,15.26,2.19,12.69,0.36
E01005914,E01005914 : Stockport 007A,4.75,26.12,2.37,39.41,28.83,97.76785714,17.2,2.22,12.9,0.35
E01005915,E01005915 : Stockport 007B,5.6,25.89,2.92,57.58,44.15,93.58437936,17.09,2.25,12.98,0.29
E01005916,E01005916 : Stockport 007C,5.25,37.17,4.41,48.28,34.94,95.99447514,18.58,2.22,13.29,0.33
E01005917,E01005917 : Stockport 007D,6.61,33.89,2.89,55.6,59.84,91.87986652,17.51,2.4,13.31,0.27
E01005859,E01005859 : Stockport 008A,3.63,60.15,6.85,8.28,35.35,93.80952381,17.18,2.16,13.05,0.44
E01005865,E01005865 : Stockport 008B,2.94,57.58,62.89,6.51,16.99,95.85492228,15.5,2.09,12.49,0.47
E01005867,E01005867 : Stockport 008C,4.63,57.42,14.71,11.3,21.36,94.89164087,16.12,2,12.49,0.5
E01005868,E01005868 : Stockport 008D,3.64,47.36,46.63,0.82,11.15,97.20853859,15.52,2.04,12.49,0.47
E01005743,E01005743 : Stockport 009A,2.97,27.53,7.22,0.53,11.33,98.24253076,15.37,2.18,13.1,0.45
E01005744,E01005744 : Stockport 009B,6.4,21.06,20.76,21.22,31,94.65648855,15.84,2.22,13.35,0.25
E01005749,E01005749 : Stockport 009C,3.95,29.38,27.3,25.38,17.01,97.5308642,14.5,2.21,12.11,0.42
E01005750,E01005750 : Stockport 009D,3.52,29.64,7.32,13.92,16.45,95.98853868,15.92,2.39,12.95,0.43
E01005751,E01005751 : Stockport 009E,5.78,23.7,3.41,23.25,23.25,93.34415584,13.2,2.07,11.92,0.37
E01005897,E01005897 : Stockport 010A,5.18,28.56,6.53,25.96,31.26,96.82274247,11.09,1.99,11.25,0.47
E01005898,E01005898 : Stockport 010B,5.87,32.39,26.77,34.38,23.37,96.87924016,11.03,2.07,11.48,0.58
E01005900,E01005900 : Stockport 010C,4.93,34,17.22,25.06,37.67,96.32911392,12.44,2.02,11.55,0.44
E01005903,E01005903 : Stockport 010D,5.12,43.4,61.75,8.1,6.18,99.36608558,12.14,2.14,11.78,0.5
E01005904,E01005904 : Stockport 010E,4.24,40.14,26.84,4.95,13.23,98.35082459,11.69,2.03,11.6,0.43
E01005853,E01005853 : Stockport 011A,5.95,35.26,15.52,12.99,39.16,93.73134328,16.11,2.21,13.2,0.44
E01005856,E01005856 : Stockport 011B,3.83,44.37,26.83,12.2,18.75,96.48854962,15.98,2.3,12.93,0.4
E01005860,E01005860 : Stockport 011C,2.97,55.6,10.39,8.86,10.2,98.80546075,17,2.22,13.37,0.43
E01005861,E01005861 : Stockport 011D,3.27,42.77,8.72,25.04,28.55,95.35211268,17.15,2.46,13.45,0.44
E01005752,E01005752 : Stockport 012A,4.71,23,10.46,16.01,41.84,93.67088608,13.48,2.09,11.73,0.48
E01005899,E01005899 : Stockport 012B,4.12,30.25,15.87,21.73,18.93,97.47003995,12.23,1.98,11.35,0.46
E01005901,E01005901 : Stockport 012C,3.36,31.08,25.84,8.13,12.62,98.40510367,13.22,2.09,11.97,0.43
E01005902,E01005902 : Stockport 012D,8.99,25.08,14.21,27.47,50.2,93.75848033,13.61,2.12,11.91,0.5
E01005905,E01005905 : Stockport 012E,9.78,20.05,4.15,45.02,55.06,91,13.61,2.12,11.91,0.45
E01005852,E01005852 : Stockport 013A,2.38,53.13,16.35,26.28,30.85,93.1085044,17.45,1.94,13.51,0.41
E01005854,E01005854 : Stockport 013B,2.45,58.38,11.98,36.91,13.02,99.30651872,16.83,2.07,13.22,0.43
E01005855,E01005855 : Stockport 013C,3.82,54.42,24.53,14.24,10.79,97.59862779,17.24,1.98,13.26,0.48
E01005857,E01005857 : Stockport 013D,4.73,50.7,52.9,4.68,15.67,94.17475728,16.53,2.01,13.19,0.45
E01005858,E01005858 : Stockport 013E,3.32,51.3,10.37,27.43,25,95.82806574,17.19,1.87,13.3,0.42
E01005757,E01005757 : Stockport 014A,6.59,27.56,2.34,56.12,42.64,92.4137931,16.09,2.38,12.94,0.3
E01005766,E01005766 : Stockport 014C,6.8,29.54,2.13,41.1,61.17,88.76404494,13.36,2.09,12.65,0.23
E01005918,E01005918 : Stockport 014D,22.31,19.52,1.56,12.35,85.73,92.05776173,17.02,2.43,13.11,0.47
E01033947,E01033947 : Stockport 014E,7.04,32.66,1.4,20.7,77.45,90.19836639,16.67,2.42,13.01,0.15
E01033948,E01033948 : Stockport 014F,12.89,26.77,0.23,0.81,89.31,94.45086705,15.52,2.44,12.97,0.19
E01005870,E01005870 : Stockport 015A,4.1,27.16,2.64,38.18,30.48,95.21452145,15.32,2.35,12.79,0.35
E01005871,E01005871 : Stockport 015B,5.39,28.38,4.65,68.11,29.68,95.9742351,14.88,2.3,12.63,0.34
E01005873,E01005873 : Stockport 015C,3.25,26.45,7.71,5.31,15.67,98.28767123,13.78,2.17,12.31,0.38
E01005875,E01005875 : Stockport 015D,2.92,27.02,5.83,20.86,16.77,98.46153846,14.13,2.19,12.41,0.34
E01005764,E01005764 : Stockport 016A,4.91,35.76,1.67,71.69,44.4,93.29896907,13.85,2.21,12.65,0.3
E01005816,E01005816 : Stockport 016B,4.22,34.86,3.11,82.32,41.87,91.79632249,15.78,2.79,12.62,0.23
E01005817,E01005817 : Stockport 016C,4.83,39.88,2.1,78.98,37.61,93.54354354,15.15,2.52,12.85,0.28
E01005822,E01005822 : Stockport 016D,8.22,30.45,1.16,34.17,75.05,90.43478261,15.64,2.55,12.97,0.13
E01005880,E01005880 : Stockport 017A,4.05,48.66,36.32,25.23,17.99,97.56838906,9.99,1.96,10.5,0.57
E01005881,E01005881 : Stockport 017B,3.53,56.28,88.28,1.41,4.03,98.99193548,10.96,2.02,10.95,0.51
E01005883,E01005883 : Stockport 017C,4.4,56.49,61.75,10.69,9.19,98.64253394,10.88,2.02,10.89,0.53
E01005908,E01005908 : Stockport 017D,1.61,57.83,51.1,17.71,6.43,98.27586207,9.12,1.9,10.05,0.69
E01005765,E01005765 : Stockport 018A,3.3,36.57,18.17,4.59,11.66,98.58657244,14.16,2.14,12.25,0.41
E01005818,E01005818 : Stockport 018B,5.31,29.33,5.81,22.5,36.36,94.36363636,13.74,1.91,11.84,0.37
E01005819,E01005819 : Stockport 018C,3.88,37.35,4.43,14.37,12.14,97.85932722,13.98,1.95,11.99,0.39
E01005820,E01005820 : Stockport 018D,3.7,35.95,3.73,29.86,30.06,94.09937888,15.24,2.42,12.43,0.38
E01005821,E01005821 : Stockport 018E,6.65,30.57,2.26,29.82,30.93,97.89156627,15.37,1.96,12.54,0.37
E01005823,E01005823 : Stockport 018F,5.09,33.41,5.37,40.59,37.25,96.18104668,15.24,2.42,12.43,0.39
E01005825,E01005825 : Stockport 019A,4.49,35.95,9.59,19.84,35.22,91.44736842,12.87,2,11.93,0.35
E01005872,E01005872 : Stockport 019B,5.48,24.13,1.25,67.88,34.63,94.47929737,15.75,2.43,12.97,0.24
E01005874,E01005874 : Stockport 019C,6.75,24.7,1.64,29.09,64.71,91.80327869,15.75,2.43,12.97,0.3
E01005876,E01005876 : Stockport 019D,4.5,24.32,3.96,32.01,18.32,97.19471947,13.53,2.09,12.11,0.42
E01005877,E01005877 : Stockport 019E,5.71,26.67,6.87,25,41.56,93.12581064,13.87,2.15,12.39,0.32
E01005878,E01005878 : Stockport 020A,5.03,29.08,15.6,40.71,36.6,95.6462585,10.16,1.92,10.9,0.49
E01005879,E01005879 : Stockport 020B,5.42,40.06,4.94,19.08,27.6,97.78534923,10.67,2.05,10.81,0.43
E01005882,E01005882 : Stockport 020C,3.42,51.65,71.57,3.63,4.22,99.59677419,10.85,1.96,10.94,0.49
E01005884,E01005884 : Stockport 020D,2.7,47.17,42.54,1.53,5.24,99.32432432,10.87,1.92,11.15,0.45
E01005885,E01005885 : Stockport 020E,3.89,46.06,15.72,29.26,22.69,97.24238026,10.7,2.07,10.82,0.35
E01005832,E01005832 : Stockport 021A,5.95,28.3,15.59,8.66,23.58,97.16981132,13.32,2.09,12.02,0.44
E01005833,E01005833 : Stockport 021B,2.83,28.75,52.05,10.58,35.71,97.37991266,13.67,2.12,12.09,0.5
E01005835,E01005835 : Stockport 021C,2.61,32.45,58.69,3.96,8.13,97.92746114,12,1.95,11.56,0.48
E01005837,E01005837 : Stockport 021D,4.03,27.74,16.42,9.94,14.74,97.74774775,12.76,2.07,11.79,0.41
E01005843,E01005843 : Stockport 021E,3.42,33.05,64.71,6.05,7.55,97.98319328,12.89,1.99,11.89,0.41
E01005769,E01005769 : Stockport 022A,4.55,49.78,1.78,61.53,32.4,96.56050955,15.77,1.9,12.77,0.39
E01005778,E01005778 : Stockport 022B,3.78,36.11,5.31,16.58,17.25,98.00995025,13.74,1.91,11.91,0.37
E01005779,E01005779 : Stockport 022C,4.97,36.51,2.9,8.01,14.82,96.60441426,13.26,1.84,11.64,0.41
E01005780,E01005780 : Stockport 022D,4.65,34.79,16.99,13.81,20.18,95.23809524,13.26,1.84,11.64,0.42
E01005781,E01005781 : Stockport 022E,4.6,24.08,7.4,45.86,61.99,94.15011038,13.19,1.83,11.56,0.48
E01005759,E01005759 : Stockport 023A,4.24,32.88,10.04,22.83,29.99,96.00550964,13.85,2.21,12.65,0.45
E01005760,E01005760 : Stockport 023B,6.76,30.68,1.93,66.02,46.2,95.91373439,13.21,2.02,12.66,0.3
E01005797,E01005797 : Stockport 023C,5.05,40.14,1.91,58.03,44.35,96.60766962,13.61,2.1,12.46,0.29
E01005800,E01005800 : Stockport 023D,4.15,43.86,17.15,13.81,14.1,98.83551674,12.59,1.89,12.01,0.49
E01005804,E01005804 : Stockport 023E,5.76,38.33,3.86,32.83,39.14,95.28907923,12.82,1.94,12.69,0.45
E01005824,E01005824 : Stockport 024A,4.29,26.3,3.58,15.8,20.88,97.71615008,13.53,2.09,12.11,0.4
E01005826,E01005826 : Stockport 024B,8.23,17.58,3.16,69.98,57.5,91.46919431,13.78,2.09,12,0.48
E01005827,E01005827 : Stockport 024C,2.42,31.25,28.51,9.28,10.6,98.50543478,13.21,2.07,11.95,0.41
E01005828,E01005828 : Stockport 024D,14.62,21.09,2.29,64.37,75.18,94.72759227,13.39,2.16,11.89,0.49
E01005829,E01005829 : Stockport 024E,6.79,28.63,7.09,35.22,42.02,95.35353535,13.47,2.18,11.83,0.46
E01005768,E01005768 : Stockport 025A,3.24,52.14,53.68,13.03,9.09,97.10906702,14.92,1.91,12.11,0.45
E01005770,E01005770 : Stockport 025B,3.77,44.66,17.77,8.18,23.43,95.61128527,15.11,1.94,12.82,0.46
E01005771,E01005771 : Stockport 025C,4.38,45.02,13.05,4.76,22.24,96.47266314,15.55,1.97,12.64,0.43
E01005775,E01005775 : Stockport 025D,2.54,53.28,26.79,5.14,8.22,97.6744186,14.3,1.93,11.86,0.51
E01005761,E01005761 : Stockport 026A,3.37,28.81,2.2,13,37.43,95.42124542,13.16,1.85,11.7,0.43
E01005762,E01005762 : Stockport 026B,6.38,23.91,12.27,12.02,53.5,94.85570891,13.98,2.17,12.25,0.41
E01005763,E01005763 : Stockport 026C,5.12,25.17,14.26,7.05,46.39,93.89671362,13.03,1.89,12.16,0.44
E01005799,E01005799 : Stockport 026D,7.24,27,10.71,7,57.22,92.1316166,12.86,1.88,11.95,0.48
E01005798,E01005798 : Stockport 027A,3.63,40.04,10.27,6.44,42.68,96.28252788,12.94,2.01,11.82,0.5
E01005801,E01005801 : Stockport 027B,4.4,41.66,13.41,24.02,23.69,96.6442953,13.53,2.2,11.58,0.32
E01005802,E01005802 : Stockport 027C,2.98,45.52,9.15,14.14,13,98.5,13.13,2.06,11.98,0.46
E01005803,E01005803 : Stockport 027D,1.09,48.39,37.61,2.36,6.07,98.81556684,13.03,2.04,11.33,0.51
E01005830,E01005830 : Stockport 027E,5.56,34.13,12.27,28.25,25.75,98.29545455,13.28,2.12,11.66,0.39
E01005831,E01005831 : Stockport 027F,4.02,36.13,6.33,23.27,24.41,96.90721649,13.28,2.12,11.69,0.37
E01005767,E01005767 : Stockport 028A,4.6,46.41,90.35,0.5,8.79,97.00499168,13.9,1.92,11.4,0.5
E01005772,E01005772 : Stockport 028B,4.37,47.43,45.61,1.4,16.11,97.19298246,13.71,1.84,11.71,0.5
E01005773,E01005773 : Stockport 028C,3.72,53.12,21.78,7.67,22.31,97.09480122,13.47,1.83,11.62,0.29
E01005774,E01005774 : Stockport 028D,6.25,31.41,7.42,12.36,54.11,90.39780521,13.47,1.83,11.62,0.52
E01005776,E01005776 : Stockport 028E,2.01,53.76,66.29,1.62,10.99,98.21138211,13.58,1.86,11.46,0.53
E01005909,E01005909 : Stockport 029A,2.6,50.63,39.36,20.36,11.13,98.32826748,10.17,1.95,10.47,0.57
E01005910,E01005910 : Stockport 029B,4.32,33.63,7.23,37.19,35.91,94.08672799,10.14,2,10.48,0.4
E01005911,E01005911 : Stockport 029C,3.03,38.79,27.02,9.93,8.99,97.42647059,10.1,1.9,10.76,0.49
E01005912,E01005912 : Stockport 029D,2.45,41.53,22.44,33.43,12.1,98.04216867,9.87,1.8,10.29,0.57
E01005782,E01005782 : Stockport 030A,4.22,39.76,49.06,10.46,13.94,97.76632302,13.24,1.84,11.33,0.46
E01005783,E01005783 : Stockport 030B,5.86,40.92,45.82,7.96,15.75,97.6744186,13.12,1.83,11.48,0.49
E01005784,E01005784 : Stockport 030C,1.38,48.53,64.42,6.2,6.96,98.72495446,13.14,1.84,11.51,0.51
E01005785,E01005785 : Stockport 030D,5.64,46.74,14.95,16.01,17.45,96.65144597,13.12,1.83,11.5,0.42
E01005786,E01005786 : Stockport 030E,2.52,48.61,20.54,2.1,30.73,98.14126394,13.12,1.83,11.54,0.43
E01005834,E01005834 : Stockport 031A,4.24,28.51,6.79,17.69,36.55,89.85736926,13.66,2.24,11.86,0.49
E01005836,E01005836 : Stockport 031B,5.41,33.06,26.04,14.32,20.8,96.34002361,12.6,2.29,11.65,0.47
E01005838,E01005838 : Stockport 031C,4.13,37.72,4.7,45.69,37.44,95.17396184,13.15,2.27,11.65,0.24
E01005840,E01005840 : Stockport 031D,5.21,36.13,3.65,20.7,33.51,90.44502618,13.15,2.27,11.65,0.28
E01005927,E01005927 : Stockport 032A,3.24,56.17,29.67,3.05,3.05,98.7804878,12.25,1.79,11.21,0.49
E01005928,E01005928 : Stockport 032B,6.48,34.96,7.21,44.29,34.53,95.65217391,12.43,1.8,11.28,0.5
E01005929,E01005929 : Stockport 032C,3.15,52.65,50.83,3.32,10.15,98.50498339,12.28,1.8,11.3,0.63
E01005930,E01005930 : Stockport 032D,4.5,55.57,80.13,3.01,6.83,99.16527546,11.42,1.72,10.96,0.55
E01005806,E01005806 : Stockport 033A,2.22,32.43,21.33,10.66,9.24,99,12.09,2.1,11.21,0.42
E01005813,E01005813 : Stockport 033B,4.32,42.73,43.07,5.51,14.83,98.49498328,13.7,2.25,11.33,0.49
E01005814,E01005814 : Stockport 033C,2.17,37.7,48.43,1.11,2.95,98.52125693,12.64,2.11,11.26,0.51
E01005815,E01005815 : Stockport 033D,3.41,35.43,25.9,2.06,6.86,97.94871795,12.25,2.2,11.45,0.47
E01005777,E01005777 : Stockport 034A,6.07,36.64,33.76,29.25,30.51,92.51412429,12.94,1.86,11.42,0.42
E01005787,E01005787 : Stockport 034B,3.19,53.37,80.17,1.04,4.58,99.58246347,13.25,1.88,11.52,0.53
E01005788,E01005788 : Stockport 034C,4.59,50.37,33.49,4.01,14.65,99.67741935,13.25,1.88,11.52,0.48
E01005790,E01005790 : Stockport 034D,5.24,35.37,25.49,23.92,31.83,97.84313725,13.03,1.9,11.45,0.48
E01005805,E01005805 : Stockport 035A,2.99,40.03,25.04,0.34,10.88,99.14675768,11.8,2.17,11.34,0.45
E01005807,E01005807 : Stockport 035B,4.47,38.49,52.88,3.04,3.35,99.20127796,11.53,2.12,11.24,0.45
E01005839,E01005839 : Stockport 035C,2.74,37.35,86.81,0.37,3.66,99.26873857,12.65,2.09,11.39,0.47
E01005841,E01005841 : Stockport 035D,3.64,33.96,29.82,8.29,15.42,99.20255183,11.87,2.13,11.34,0.43
E01005844,E01005844 : Stockport 036A,4.29,39.33,43.41,1.28,12.09,97.62340037,13.57,1.9,11.01,0.45
E01005845,E01005845 : Stockport 036B,4.55,37.64,24.14,6.2,12.4,96.08482871,13.86,1.92,11.05,0.41
E01005849,E01005849 : Stockport 036C,3.88,37.7,37.37,5.21,11.45,98.15668203,13.54,1.92,10.92,0.48
E01005851,E01005851 : Stockport 036D,5.65,38.5,35.7,3.97,9.95,97.35099338,14.43,1.94,11.07,0.45
E01005808,E01005808 : Stockport 037A,2.18,53.28,79.43,0.95,7.58,99.42748092,11.26,1.77,11.01,0.49
E01005809,E01005809 : Stockport 037B,4.52,46.5,46.51,10.98,10.4,98.8,10.9,1.72,10.71,0.45
E01005810,E01005810 : Stockport 037C,5.17,48.55,48.64,20.85,22.36,98.48942598,11.03,1.68,10.67,0.53
E01005811,E01005811 : Stockport 037D,2.28,41.92,38.79,1.11,14.63,99.04610493,12.85,2.02,11.33,0.5
E01005812,E01005812 : Stockport 037E,2.64,56.7,81.67,0,4.8,99.16492693,11.87,1.89,11.09,0.57
E01005842,E01005842 : Stockport 038A,2.19,33.73,37.2,5.64,9.15,98.93129771,10.82,1.97,11.04,0.51
E01005906,E01005906 : Stockport 038B,3.56,35.63,75.67,3.92,6.15,98.89415482,9.63,1.8,10.07,0.47
E01005907,E01005907 : Stockport 038C,3.67,32.48,58.16,4.52,9.69,98.22294023,10.02,1.8,10.35,0.45
E01005913,E01005913 : Stockport 038D,3.3,36.48,40.22,11.27,12.89,99.0625,9.88,1.84,10.55,0.52
E01005789,E01005789 : Stockport 039A,2.74,51.88,28.65,5.87,14.48,98.63574352,12.71,1.84,11.37,0.45
E01005791,E01005791 : Stockport 039B,1.76,41.68,14.64,7.32,22.27,97.50390016,12.51,1.96,11.37,0.47
E01005793,E01005793 : Stockport 039C,2.2,40.13,11.5,6.87,19.94,95.6937799,12.35,2.01,11.43,0.45
E01005795,E01005795 : Stockport 039D,2.1,43.62,39.7,2.06,8.13,99.24385633,11.65,1.97,11.23,0.47
E01005796,E01005796 : Stockport 039E,2.22,50.69,39.96,2.01,10.87,99.59758551,12.81,1.81,11.31,0.46
E01005846,E01005846 : Stockport 040A,4.94,37.85,11.83,7.94,15.7,95.62398703,12.91,1.9,11.22,0.44
E01005847,E01005847 : Stockport 040B,5.49,31.94,5.89,22.77,18.37,94.58598726,13.54,1.92,10.71,0.41
E01005848,E01005848 : Stockport 040C,3.42,42.24,49.81,9.96,10.01,99.12718204,11.83,1.97,10.98,0.45
E01005850,E01005850 : Stockport 040D,6.22,32.98,18.83,23.17,31.54,94.07008086,12.01,1.85,10.57,0.46
E01005792,E01005792 : Stockport 041A,1.25,49.34,56.66,1.85,7.61,98.1450253,11.77,1.79,11.01,0.45
E01005794,E01005794 : Stockport 041B,2.64,47.01,43.11,0.8,7.58,99.00199601,11.74,1.84,11.06,0.42
E01005923,E01005923 : Stockport 041C,1.85,52.61,67.99,0.99,3.14,99.50738916,10.5,1.79,10.7,0.52
E01005931,E01005931 : Stockport 041D,2.88,49.49,38.64,2.84,12.4,96.20853081,11.04,1.7,10.71,0.5
E01005924,E01005924 : Stockport 042A,2.7,53.45,31.75,2.09,9.33,98.47908745,10.7,1.69,10.55,0.35
E01005925,E01005925 : Stockport 042B,4.65,48.03,51.06,5.89,17.9,98.02955665,10.09,1.64,10.44,0.5
E01005926,E01005926 : Stockport 042C,2.66,51.92,65.89,10.71,9.45,98.48308051,9.58,1.73,10.29,0.58
E01005932,E01005932 : Stockport 042D,3.24,50.6,60.84,0.19,6.08,99.23664122,10.04,1.61,10.42,0.45
E01006053,E01006053 : Tameside 001A,3.12,39.05,18.3,40.14,18.99,97.63313609,11.08,1.82,10.92,0.42
E01006054,E01006054 : Tameside 001B,5.44,27.68,8.93,33.13,42.33,94.91315136,12,1.89,11.41,0.46
E01006055,E01006055 : Tameside 001C,5.18,39.27,9.28,68.26,26.38,95.65846599,11.42,1.8,11.06,0.44
E01006057,E01006057 : Tameside 001D,3.83,34.34,8.98,49.55,19.26,97.19764012,11.29,1.9,11.07,0.39
E01006058,E01006058 : Tameside 001E,6.02,31.41,10.68,50.73,44.22,95.77603143,11.86,1.9,11.37,0.37
E01006059,E01006059 : Tameside 001F,5.41,33.73,6.49,54.43,23.1,95.57661927,13.03,2.2,11.59,0.38
E01005938,E01005938 : Tameside 002A,6.91,24.19,19.6,12.65,35.65,94.42724458,14.02,2.11,12.27,0.59
E01005939,E01005939 : Tameside 002B,4.47,30.93,60,0.83,13.13,95.625,15.75,2.19,12.99,0.39
E01005940,E01005940 : Tameside 002C,3.38,26.21,35.86,3.87,22.39,96.47651007,16.28,2.24,12.99,0.37
E01005955,E01005955 : Tameside 002D,2.85,31.89,36.92,1.28,12.02,96.63461538,16.81,2.29,12.99,0.41
E01006056,E01006056 : Tameside 003A,9.69,19.32,2.19,15.94,69.18,94.4333996,9.91,1.68,10.9,0.53
E01006061,E01006061 : Tameside 003B,6.76,25.32,24.08,37.14,45.36,91.93877551,12.48,2.46,11.23,0.49
E01006062,E01006062 : Tameside 003C,2.68,31.42,38.64,22.59,12.45,98.27160494,10.13,1.73,10.21,0.46
E01006063,E01006063 : Tameside 003D,4.37,29.86,12.15,14.96,11.8,96.3028169,16.3,3.28,12.34,0.52
E01005936,E01005936 : Tameside 004A,3.91,28.74,38.82,16.93,19.84,96.27906977,14.48,2.35,12.6,0.42
E01005937,E01005937 : Tameside 004B,7.78,25.11,16.62,33.24,44.52,92.25352113,14.34,2.4,12.34,0.44
E01005945,E01005945 : Tameside 004C,9.99,19.43,5.86,27.83,56.93,86.68442077,17.46,2.8,13.11,0.45
E01005946,E01005946 : Tameside 004D,6.28,23.1,9.81,53.97,43.64,90.46242775,18.25,2.48,13.29,0.34
E01005947,E01005947 : Tameside 004E,7.52,19.9,3.81,70.73,64.45,86.16891065,18.73,2.49,13.29,0.21
E01005954,E01005954 : Tameside 005A,4.83,17.86,3.68,30.13,51.77,93.832021,16.39,2.16,13.14,0.42
E01005956,E01005956 : Tameside 005B,3.18,22.45,15.9,23.08,17.86,94.18803419,16.26,2.24,12.96,0.46
E01005957,E01005957 : Tameside 005C,3.5,25.39,11.9,38.42,25.16,92.30769231,17.58,2.37,13.07,0.31
E01005958,E01005958 : Tameside 005D,8.8,17.93,1.92,35.69,55.67,89.85294118,17.25,2.35,12.96,0.43
E01005959,E01005959 : Tameside 005E,7.56,18.75,3.43,14.56,49.25,86.69410151,16.83,2.31,12.85,0.4
E01005933,E01005933 : Tameside 006A,7.97,19.57,2.72,3.99,61.41,85.89511754,17.77,2.46,13.29,0.46
E01005934,E01005934 : Tameside 006B,6.78,24.92,8.61,19.94,27.96,94.24920128,18.15,2.47,13.29,0.45
E01005935,E01005935 : Tameside 006C,8.7,20.34,1.57,23.11,67.3,91.50943396,17.29,2.52,13.26,0.44
E01005949,E01005949 : Tameside 006D,8.65,24.3,4.23,61.83,46.33,91.56118143,18.44,2.48,13.29,0.27
E01005960,E01005960 : Tameside 006E,7.27,20.54,2.86,51.56,59.4,87.63586957,18.64,2.49,13.29,0.33
E01005941,E01005941 : Tameside 007A,6.79,19.17,3.23,58.97,60.75,84.81338481,18.73,2.49,13,0.25
E01005942,E01005942 : Tameside 007B,4.73,26.66,3.82,35.5,23.45,94.49929478,18.36,3.07,12.83,0.37
E01005943,E01005943 : Tameside 007C,5.36,25.73,4.59,60,40.45,95.17078916,18.36,3.07,12.83,0.32
E01005944,E01005944 : Tameside 007D,3.48,33.74,24.17,18.37,19.23,95.9833795,17.36,2.92,13.05,0.33
E01006060,E01006060 : Tameside 008A,7.38,23.7,3.23,41.49,61.18,94.092827,17.41,3.77,12.4,0.39
E01006064,E01006064 : Tameside 008B,7.26,18.95,2.51,32.96,64.71,94.125,17.33,3.39,12.79,0.5
E01006065,E01006065 : Tameside 008C,8.57,19.98,3.52,51.86,57.42,87.3046875,17.99,3.66,12.66,0.46
E01006066,E01006066 : Tameside 008D,6.83,24.03,3.31,63.41,41.69,93.8538206,17.99,3.66,12.35,0.3
E01006067,E01006067 : Tameside 009A,3.11,27.85,21.7,23.05,13.8,97.7027027,15.43,3.32,12.31,0.39
E01006068,E01006068 : Tameside 009B,5.09,25.95,5.7,54,57.32,93.23671498,16.07,3.41,12.09,0.29
E01006069,E01006069 : Tameside 009C,4.8,21.41,14.63,31.39,48.23,94.47592068,12.86,2.69,11.53,0.46
E01006073,E01006073 : Tameside 009D,4.97,23.36,9.42,35.5,49.88,93.29268293,9.82,1.73,10.27,0.48
E01005993,E01005993 : Tameside 010A,5.99,24,16.78,31.41,21.82,97.03459638,15.48,2.3,12.78,0.36
E01005995,E01005995 : Tameside 010B,3.32,27.11,57.09,6.8,6.98,97.2815534,16.18,2.29,13.14,0.42
E01005996,E01005996 : Tameside 010C,6.18,23.23,10.14,36.8,36.28,94.61827284,15.67,2.35,12.97,0.35
E01005997,E01005997 : Tameside 010D,3.88,21.65,5.39,26.82,33.72,92.65785609,15.68,2.35,13.08,0.32
E01006000,E01006000 : Tameside 010E,7.07,24.42,2.14,25.53,61.28,91.76470588,15.67,2.36,13.19,0.34
E01005994,E01005994 : Tameside 011A,5.91,21.24,9.72,36.74,34.81,96.36963696,15.71,2.36,13.08,0.4
E01005999,E01005999 : Tameside 011B,6.11,28.3,1.83,50.27,52.52,93.31896552,16.04,2.37,13.26,0.32
