LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,high_ses_percent,overcrowded_percent,no_car_ratio_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005818,E01005818 : Stockport 018B,5.31,29.33,5.81,22.5,36.36,30.65 ,5.64 ,19.67,13.74,1.91,11.84,0.37
E01005819,E01005819 : Stockport 018C,3.88,37.35,4.43,14.37,12.14,40.68 ,2.14 ,12.4,13.98,1.95,11.99,0.39
E01005820,E01005820 : Stockport 018D,3.7,35.95,3.73,29.86,30.06,39.53 ,5.90 ,26.79,15.24,2.42,12.43,0.38
E01005821,E01005821 : Stockport 018E,6.65,30.57,2.26,29.82,30.93,33.05 ,2.11 ,21.02,15.37,1.96,12.54,0.37
E01005823,E01005823 : Stockport 018F,5.09,33.41,5.37,40.59,37.25,32.78 ,3.82 ,25.88,15.24,2.42,12.43,0.39
E01005825,E01005825 : Stockport 019A,4.49,35.95,9.59,19.84,35.22,35.72 ,8.55 ,25.76,12.87,2,11.93,0.35
E01005872,E01005872 : Stockport 019B,5.48,24.13,1.25,67.88,34.63,28.81 ,5.52 ,24.34,15.75,2.43,12.97,0.24
E01005874,E01005874 : Stockport 019C,6.75,24.7,1.64,29.09,64.71,21.16 ,8.20 ,43.93,15.75,2.43,12.97,0.3
E01005876,E01005876 : Stockport 019D,4.5,24.32,3.96,32.01,18.32,28.03 ,2.81 ,13.7,13.53,2.09,12.11,0.42
E01005877,E01005877 : Stockport 019E,5.71,26.67,6.87,25,41.56,27.29 ,6.87 ,25.16,13.87,2.15,12.39,0.32
E01005878,E01005878 : Stockport 020A,5.03,29.08,15.6,40.71,36.6,33.81 ,4.35 ,24.05,10.16,1.92,10.9,0.49
E01005879,E01005879 : Stockport 020B,5.42,40.06,4.94,19.08,27.6,38.52 ,2.21 ,21.64,10.67,2.05,10.81,0.43
E01005882,E01005882 : Stockport 020C,3.42,51.65,71.57,3.63,4.22,54.05 ,0.40 ,7.1,10.85,1.96,10.94,0.49
E01005884,E01005884 : Stockport 020D,2.7,47.17,42.54,1.53,5.24,49.59 ,0.68 ,8.78,10.87,1.92,11.15,0.45
E01005885,E01005885 : Stockport 020E,3.89,46.06,15.72,29.26,22.69,45.47 ,2.76 ,21.77,10.7,2.07,10.82,0.35
E01005832,E01005832 : Stockport 021A,5.95,28.3,15.59,8.66,23.58,33.28 ,2.83 ,20.25,13.32,2.09,12.02,0.44
E01005833,E01005833 : Stockport 021B,2.83,28.75,52.05,10.58,35.71,35.85 ,2.62 ,21.86,13.67,2.12,12.09,0.5
E01005835,E01005835 : Stockport 021C,2.61,32.45,58.69,3.96,8.13,41.52 ,2.07 ,6.72,12,1.95,11.56,0.48
E01005837,E01005837 : Stockport 021D,4.03,27.74,16.42,9.94,14.74,34.52 ,2.25 ,8.58,12.76,2.07,11.79,0.41
E01005843,E01005843 : Stockport 021E,3.42,33.05,64.71,6.05,7.55,40.52 ,2.02 ,8.21,12.89,1.99,11.89,0.41
E01005769,E01005769 : Stockport 022A,4.55,49.78,1.78,61.53,32.4,49.70 ,3.44 ,16.31,15.77,1.9,12.77,0.39
E01005778,E01005778 : Stockport 022B,3.78,36.11,5.31,16.58,17.25,39.98 ,1.99 ,14.93,13.74,1.91,11.91,0.37
E01005779,E01005779 : Stockport 022C,4.97,36.51,2.9,8.01,14.82,37.97 ,3.40 ,10.75,13.26,1.84,11.64,0.41
E01005780,E01005780 : Stockport 022D,4.65,34.79,16.99,13.81,20.18,34.91 ,4.76 ,11.33,13.26,1.84,11.64,0.42
E01005781,E01005781 : Stockport 022E,4.6,24.08,7.4,45.86,61.99,26.36 ,5.85 ,41.99,13.19,1.83,11.56,0.48
E01005759,E01005759 : Stockport 023A,4.24,32.88,10.04,22.83,29.99,34.97 ,3.99 ,17.19,13.85,2.21,12.65,0.45
E01005760,E01005760 : Stockport 023B,6.76,30.68,1.93,66.02,46.2,28.27 ,4.09 ,33.07,13.21,2.02,12.66,0.3
E01005797,E01005797 : Stockport 023C,5.05,40.14,1.91,58.03,44.35,38.70 ,3.39 ,28.51,13.61,2.1,12.46,0.29
E01005800,E01005800 : Stockport 023D,4.15,43.86,17.15,13.81,14.1,46.37 ,1.16 ,12.17,12.59,1.89,12.01,0.49
E01005804,E01005804 : Stockport 023E,5.76,38.33,3.86,32.83,39.14,39.91 ,4.71 ,23.18,12.82,1.94,12.69,0.45
E01005824,E01005824 : Stockport 024A,4.29,26.3,3.58,15.8,20.88,30.12 ,2.28 ,16.45,13.53,2.09,12.11,0.4
E01005826,E01005826 : Stockport 024B,8.23,17.58,3.16,69.98,57.5,15.47 ,8.53 ,34.76,13.78,2.09,12,0.48
E01005827,E01005827 : Stockport 024C,2.42,31.25,28.51,9.28,10.6,36.69 ,1.49 ,11.14,13.21,2.07,11.95,0.41
E01005828,E01005828 : Stockport 024D,14.62,21.09,2.29,64.37,75.18,15.48 ,5.27 ,39.86,13.39,2.16,11.89,0.49
E01005829,E01005829 : Stockport 024E,6.79,28.63,7.09,35.22,42.02,28.42 ,4.65 ,26.92,13.47,2.18,11.83,0.46
E01005768,E01005768 : Stockport 025A,3.24,52.14,53.68,13.03,9.09,51.90 ,2.89 ,8.41,14.92,1.91,12.11,0.45
E01005770,E01005770 : Stockport 025B,3.77,44.66,17.77,8.18,23.43,47.01 ,4.39 ,19.06,15.11,1.94,12.82,0.46
E01005771,E01005771 : Stockport 025C,4.38,45.02,13.05,4.76,22.24,46.56 ,3.53 ,13.05,15.55,1.97,12.64,0.43
E01005775,E01005775 : Stockport 025D,2.54,53.28,26.79,5.14,8.22,51.06 ,2.33 ,11.51,14.3,1.93,11.86,0.51
E01005761,E01005761 : Stockport 026A,3.37,28.81,2.2,13,37.43,28.47 ,4.58 ,17.95,13.16,1.85,11.7,0.43
E01005762,E01005762 : Stockport 026B,6.38,23.91,12.27,12.02,53.5,25.57 ,5.14 ,31.29,13.98,2.17,12.25,0.41
E01005763,E01005763 : Stockport 026C,5.12,25.17,14.26,7.05,46.39,22.26 ,6.10 ,23.82,13.03,1.89,12.16,0.44
E01005799,E01005799 : Stockport 026D,7.24,27,10.71,7,57.22,22.37 ,7.87 ,32.19,12.86,1.88,11.95,0.48
E01005798,E01005798 : Stockport 027A,3.63,40.04,10.27,6.44,42.68,40.72 ,3.72 ,27.76,12.94,2.01,11.82,0.5
E01005801,E01005801 : Stockport 027B,4.4,41.66,13.41,24.02,23.69,42.33 ,3.36 ,20.45,13.53,2.2,11.58,0.32
E01005802,E01005802 : Stockport 027C,2.98,45.52,9.15,14.14,13,48.70 ,1.50 ,11.19,13.13,2.06,11.98,0.46
E01005803,E01005803 : Stockport 027D,1.09,48.39,37.61,2.36,6.07,52.86 ,1.18 ,8.43,13.03,2.04,11.33,0.51
E01005830,E01005830 : Stockport 027E,5.56,34.13,12.27,28.25,25.75,35.77 ,1.70 ,17.07,13.28,2.12,11.66,0.39
E01005831,E01005831 : Stockport 027F,4.02,36.13,6.33,23.27,24.41,40.70 ,3.09 ,18.36,13.28,2.12,11.69,0.37
E01005767,E01005767 : Stockport 028A,4.6,46.41,90.35,0.5,8.79,45.45 ,3.00 ,7.48,13.9,1.92,11.4,0.5
E01005772,E01005772 : Stockport 028B,4.37,47.43,45.61,1.4,16.11,45.51 ,2.81 ,15.29,13.71,1.84,11.71,0.5
E01005773,E01005773 : Stockport 028C,3.72,53.12,21.78,7.67,22.31,47.59 ,2.91 ,19.6,13.47,1.83,11.62,0.29
E01005774,E01005774 : Stockport 028D,6.25,31.41,7.42,12.36,54.11,31.15 ,9.60 ,32.14,13.47,1.83,11.62,0.52
E01005776,E01005776 : Stockport 028E,2.01,53.76,66.29,1.62,10.99,49.34 ,1.79 ,7.78,13.58,1.86,11.46,0.53
E01005909,E01005909 : Stockport 029A,2.6,50.63,39.36,20.36,11.13,51.94 ,1.67 ,11.99,10.17,1.95,10.47,0.57
E01005910,E01005910 : Stockport 029B,4.32,33.63,7.23,37.19,35.91,33.26 ,5.91 ,26.81,10.14,2,10.48,0.4
E01005911,E01005911 : Stockport 029C,3.03,38.79,27.02,9.93,8.99,42.06 ,2.57 ,11.58,10.1,1.9,10.76,0.49
E01005912,E01005912 : Stockport 029D,2.45,41.53,22.44,33.43,12.1,43.04 ,1.96 ,9.34,9.87,1.8,10.29,0.57
E01005782,E01005782 : Stockport 030A,4.22,39.76,49.06,10.46,13.94,45.18 ,2.23 ,9.81,13.24,1.84,11.33,0.46
E01005783,E01005783 : Stockport 030B,5.86,40.92,45.82,7.96,15.75,45.00 ,2.33 ,17.24,13.12,1.83,11.48,0.49
E01005784,E01005784 : Stockport 030C,1.38,48.53,64.42,6.2,6.96,50.39 ,1.28 ,7.31,13.14,1.84,11.51,0.51
E01005785,E01005785 : Stockport 030D,5.64,46.74,14.95,16.01,17.45,45.73 ,3.35 ,12.44,13.12,1.83,11.5,0.42
E01005786,E01005786 : Stockport 030E,2.52,48.61,20.54,2.1,30.73,50.46 ,1.86 ,16.73,13.12,1.83,11.54,0.43
E01005834,E01005834 : Stockport 031A,4.24,28.51,6.79,17.69,36.55,27.50 ,10.14 ,24.05,13.66,2.24,11.86,0.49
E01005836,E01005836 : Stockport 031B,5.41,33.06,26.04,14.32,20.8,38.26 ,3.66 ,17.57,12.6,2.29,11.65,0.47
E01005838,E01005838 : Stockport 031C,4.13,37.72,4.7,45.69,37.44,38.54 ,4.83 ,27.69,13.15,2.27,11.65,0.24
E01005840,E01005840 : Stockport 031D,5.21,36.13,3.65,20.7,33.51,35.76 ,9.55 ,26.31,13.15,2.27,11.65,0.28
E01005927,E01005927 : Stockport 032A,3.24,56.17,29.67,3.05,3.05,56.46 ,1.22 ,5.1,12.25,1.79,11.21,0.49
E01005928,E01005928 : Stockport 032B,6.48,34.96,7.21,44.29,34.53,34.93 ,4.35 ,18.68,12.43,1.8,11.28,0.5
E01005929,E01005929 : Stockport 032C,3.15,52.65,50.83,3.32,10.15,55.26 ,1.50 ,6.81,12.28,1.8,11.3,0.63
E01005930,E01005930 : Stockport 032D,4.5,55.57,80.13,3.01,6.83,55.10 ,0.83 ,3.85,11.42,1.72,10.96,0.55
E01005806,E01005806 : Stockport 033A,2.22,32.43,21.33,10.66,9.24,39.16 ,1.00 ,9.48,12.09,2.1,11.21,0.42
E01005813,E01005813 : Stockport 033B,4.32,42.73,43.07,5.51,14.83,45.94 ,1.51 ,7.69,13.7,2.25,11.33,0.49
E01005814,E01005814 : Stockport 033C,2.17,37.7,48.43,1.11,2.95,42.76 ,1.48 ,10.29,12.64,2.11,11.26,0.51
E01005815,E01005815 : Stockport 033D,3.41,35.43,25.9,2.06,6.86,42.61 ,2.05 ,8.56,12.25,2.2,11.45,0.47
E01005777,E01005777 : Stockport 034A,6.07,36.64,33.76,29.25,30.51,35.61 ,7.49 ,20.68,12.94,1.86,11.42,0.42
E01005787,E01005787 : Stockport 034B,3.19,53.37,80.17,1.04,4.58,54.03 ,0.42 ,3.13,13.25,1.88,11.52,0.53
E01005788,E01005788 : Stockport 034C,4.59,50.37,33.49,4.01,14.65,51.14 ,0.32 ,9.5,13.25,1.88,11.52,0.48
E01005790,E01005790 : Stockport 034D,5.24,35.37,25.49,23.92,31.83,36.40 ,2.16 ,17.65,13.03,1.9,11.45,0.48
E01005805,E01005805 : Stockport 035A,2.99,40.03,25.04,0.34,10.88,46.68 ,0.85 ,9.56,11.8,2.17,11.34,0.45
E01005807,E01005807 : Stockport 035B,4.47,38.49,52.88,3.04,3.35,44.06 ,0.80 ,8.47,11.53,2.12,11.24,0.45
E01005839,E01005839 : Stockport 035C,2.74,37.35,86.81,0.37,3.66,47.88 ,0.73 ,8.04,12.65,2.09,11.39,0.47
E01005841,E01005841 : Stockport 035D,3.64,33.96,29.82,8.29,15.42,38.56 ,0.80 ,12.12,11.87,2.13,11.34,0.43
E01005844,E01005844 : Stockport 036A,4.29,39.33,43.41,1.28,12.09,37.53 ,2.38 ,11.33,13.57,1.9,11.01,0.45
E01005845,E01005845 : Stockport 036B,4.55,37.64,24.14,6.2,12.4,37.08 ,3.92 ,11.78,13.86,1.92,11.05,0.41
E01005849,E01005849 : Stockport 036C,3.88,37.7,37.37,5.21,11.45,40.68 ,1.84 ,15.44,13.54,1.92,10.92,0.48
E01005851,E01005851 : Stockport 036D,5.65,38.5,35.7,3.97,9.95,40.56 ,2.65 ,9.44,14.43,1.94,11.07,0.45
E01005808,E01005808 : Stockport 037A,2.18,53.28,79.43,0.95,7.58,55.56 ,0.57 ,5.51,11.26,1.77,11.01,0.49
E01005809,E01005809 : Stockport 037B,4.52,46.5,46.51,10.98,10.4,47.75 ,1.20 ,4.2,10.9,1.72,10.71,0.45
E01005810,E01005810 : Stockport 037C,5.17,48.55,48.64,20.85,22.36,48.31 ,1.51 ,10.42,11.03,1.68,10.67,0.53
E01005811,E01005811 : Stockport 037D,2.28,41.92,38.79,1.11,14.63,46.43 ,0.95 ,9.7,12.85,2.02,11.33,0.5
E01005812,E01005812 : Stockport 037E,2.64,56.7,81.67,0,4.8,57.13 ,0.84 ,4.18,11.87,1.89,11.09,0.57
E01005842,E01005842 : Stockport 038A,2.19,33.73,37.2,5.64,9.15,39.40 ,1.07 ,10.65,10.82,1.97,11.04,0.51
E01005906,E01005906 : Stockport 038B,3.56,35.63,75.67,3.92,6.15,45.41 ,1.11 ,9.78,9.63,1.8,10.07,0.47
E01005907,E01005907 : Stockport 038C,3.67,32.48,58.16,4.52,9.69,41.81 ,1.78 ,10.18,10.02,1.8,10.35,0.45
E01005913,E01005913 : Stockport 038D,3.3,36.48,40.22,11.27,12.89,42.64 ,0.94 ,10.49,9.88,1.84,10.55,0.52
E01005789,E01005789 : Stockport 039A,2.74,51.88,28.65,5.87,14.48,54.43 ,1.36 ,15.14,12.71,1.84,11.37,0.45
E01005791,E01005791 : Stockport 039B,1.76,41.68,14.64,7.32,22.27,44.10 ,2.50 ,12.32,12.51,1.96,11.37,0.47
E01005793,E01005793 : Stockport 039C,2.2,40.13,11.5,6.87,19.94,41.49 ,4.31 ,13.06,12.35,2.01,11.43,0.45
E01005795,E01005795 : Stockport 039D,2.1,43.62,39.7,2.06,8.13,49.02 ,0.76 ,8.11,11.65,1.97,11.23,0.47
E01005796,E01005796 : Stockport 039E,2.22,50.69,39.96,2.01,10.87,55.41 ,0.40 ,8.42,12.81,1.81,11.31,0.46
E01005846,E01005846 : Stockport 040A,4.94,37.85,11.83,7.94,15.7,36.74 ,4.38 ,10.19,12.91,1.9,11.22,0.44
E01005847,E01005847 : Stockport 040B,5.49,31.94,5.89,22.77,18.37,34.91 ,5.41 ,11.78,13.54,1.92,10.71,0.41
E01005848,E01005848 : Stockport 040C,3.42,42.24,49.81,9.96,10.01,44.43 ,0.87 ,8.25,11.83,1.97,10.98,0.45
E01005850,E01005850 : Stockport 040D,6.22,32.98,18.83,23.17,31.54,34.16 ,5.93 ,18.89,12.01,1.85,10.57,0.46
E01005792,E01005792 : Stockport 041A,1.25,49.34,56.66,1.85,7.61,55.12 ,1.85 ,8.97,11.77,1.79,11.01,0.45
E01005794,E01005794 : Stockport 041B,2.64,47.01,43.11,0.8,7.58,51.25 ,1.00 ,8.98,11.74,1.84,11.06,0.42
E01005923,E01005923 : Stockport 041C,1.85,52.61,67.99,0.99,3.14,53.81 ,0.49 ,7.08,10.5,1.79,10.7,0.52
E01005931,E01005931 : Stockport 041D,2.88,49.49,38.64,2.84,12.4,54.38 ,3.79 ,12.91,11.04,1.7,10.71,0.5
E01005924,E01005924 : Stockport 042A,2.7,53.45,31.75,2.09,9.33,58.12 ,1.52 ,7.79,10.7,1.69,10.55,0.35
E01005925,E01005925 : Stockport 042B,4.65,48.03,51.06,5.89,17.9,48.95 ,1.97 ,17.24,10.09,1.64,10.44,0.5
E01005926,E01005926 : Stockport 042C,2.66,51.92,65.89,10.71,9.45,56.79 ,1.52 ,3.26,9.58,1.73,10.29,0.58
E01005932,E01005932 : Stockport 042D,3.24,50.6,60.84,0.19,6.08,53.26 ,0.76 ,7.62,10.04,1.61,10.42,0.45
E01006053,E01006053 : Tameside 001A,3.12,39.05,18.3,40.14,18.99,42.89 ,2.37 ,11.12,11.08,1.82,10.92,0.42
E01006054,E01006054 : Tameside 001B,5.44,27.68,8.93,33.13,42.33,27.98 ,5.09 ,30.86,12,1.89,11.41,0.46
E01006055,E01006055 : Tameside 001C,5.18,39.27,9.28,68.26,26.38,41.58 ,4.34 ,15.01,11.42,1.8,11.06,0.44
E01006057,E01006057 : Tameside 001D,3.83,34.34,8.98,49.55,19.26,37.74 ,2.80 ,13.93,11.29,1.9,11.07,0.39
E01006058,E01006058 : Tameside 001E,6.02,31.41,10.68,50.73,44.22,34.75 ,4.22 ,24.63,11.86,1.9,11.37,0.37
E01006059,E01006059 : Tameside 001F,5.41,33.73,6.49,54.43,23.1,33.76 ,4.42 ,16.11,13.03,2.2,11.59,0.38
E01005938,E01005938 : Tameside 002A,6.91,24.19,19.6,12.65,35.65,27.49 ,5.57 ,22.65,14.02,2.11,12.27,0.59
E01005939,E01005939 : Tameside 002B,4.47,30.93,60,0.83,13.13,31.21 ,4.38 ,12.45,15.75,2.19,12.99,0.39
E01005940,E01005940 : Tameside 002C,3.38,26.21,35.86,3.87,22.39,30.99 ,3.52 ,18.55,16.28,2.24,12.99,0.37
E01005955,E01005955 : Tameside 002D,2.85,31.89,36.92,1.28,12.02,34.63 ,3.37 ,11.54,16.81,2.29,12.99,0.41
E01006056,E01006056 : Tameside 003A,9.69,19.32,2.19,15.94,69.18,17.18 ,5.57 ,32.8,9.91,1.68,10.9,0.53
E01006061,E01006061 : Tameside 003B,6.76,25.32,24.08,37.14,45.36,28.41 ,8.06 ,25.51,12.48,2.46,11.23,0.49
E01006062,E01006062 : Tameside 003C,2.68,31.42,38.64,22.59,12.45,39.62 ,1.73 ,8.26,10.13,1.73,10.21,0.46
E01006063,E01006063 : Tameside 003D,4.37,29.86,12.15,14.96,11.8,35.93 ,3.70 ,10.74,16.3,3.28,12.34,0.52
E01005936,E01005936 : Tameside 004A,3.91,28.74,38.82,16.93,19.84,32.53 ,3.72 ,13.95,14.48,2.35,12.6,0.42
E01005937,E01005937 : Tameside 004B,7.78,25.11,16.62,33.24,44.52,24.48 ,7.75 ,25.21,14.34,2.4,12.34,0.44
E01005945,E01005945 : Tameside 004C,9.99,19.43,5.86,27.83,56.93,16.63 ,13.32 ,36.13,17.46,2.8,13.11,0.45
E01005946,E01005946 : Tameside 004D,6.28,23.1,9.81,53.97,43.64,22.62 ,9.54 ,34.54,18.25,2.48,13.29,0.34
E01005947,E01005947 : Tameside 004E,7.52,19.9,3.81,70.73,64.45,15.84 ,13.83 ,48.1,18.73,2.49,13.29,0.21
E01005954,E01005954 : Tameside 005A,4.83,17.86,3.68,30.13,51.77,20.33 ,6.17 ,36.09,16.39,2.16,13.14,0.42
E01005956,E01005956 : Tameside 005B,3.18,22.45,15.9,23.08,17.86,27.57 ,5.81 ,17.44,16.26,2.24,12.96,0.46
E01005957,E01005957 : Tameside 005C,3.5,25.39,11.9,38.42,25.16,25.31 ,7.69 ,23.95,17.58,2.37,13.07,0.31
E01005958,E01005958 : Tameside 005D,8.8,17.93,1.92,35.69,55.67,17.26 ,10.15 ,34.56,17.25,2.35,12.96,0.43
E01005959,E01005959 : Tameside 005E,7.56,18.75,3.43,14.56,49.25,17.38 ,13.31 ,32.05,16.83,2.31,12.85,0.4
E01005933,E01005933 : Tameside 006A,7.97,19.57,2.72,3.99,61.41,15.08 ,14.10 ,36.23,17.77,2.46,13.29,0.46
E01005934,E01005934 : Tameside 006B,6.78,24.92,8.61,19.94,27.96,28.62 ,5.75 ,23.57,18.15,2.47,13.29,0.45
E01005935,E01005935 : Tameside 006C,8.7,20.34,1.57,23.11,67.3,16.53 ,8.49 ,47.64,17.29,2.52,13.26,0.44
E01005949,E01005949 : Tameside 006D,8.65,24.3,4.23,61.83,46.33,22.84 ,8.44 ,35.49,18.44,2.48,13.29,0.27
E01005960,E01005960 : Tameside 006E,7.27,20.54,2.86,51.56,59.4,18.98 ,12.36 ,40.63,18.64,2.49,13.29,0.33
E01005941,E01005941 : Tameside 007A,6.79,19.17,3.23,58.97,60.75,15.51 ,15.19 ,44.92,18.73,2.49,13,0.25
E01005942,E01005942 : Tameside 007B,4.73,26.66,3.82,35.5,23.45,31.41 ,5.50 ,18.9,18.36,3.07,12.83,0.37
E01005943,E01005943 : Tameside 007C,5.36,25.73,4.59,60,40.45,26.93 ,4.83 ,25.56,18.36,3.07,12.83,0.32
E01005944,E01005944 : Tameside 007D,3.48,33.74,24.17,18.37,19.23,36.21 ,4.02 ,15.1,17.36,2.92,13.05,0.33
E01006060,E01006060 : Tameside 008A,7.38,23.7,3.23,41.49,61.18,21.68 ,5.91 ,39.38,17.41,3.77,12.4,0.39
E01006064,E01006064 : Tameside 008B,7.26,18.95,2.51,32.96,64.71,16.24 ,5.88 ,42.98,17.33,3.39,12.79,0.5
E01006065,E01006065 : Tameside 008C,8.57,19.98,3.52,51.86,57.42,18.48 ,12.70 ,31.51,17.99,3.66,12.66,0.46
E01006066,E01006066 : Tameside 008D,6.83,24.03,3.31,63.41,41.69,24.48 ,6.15 ,30.46,17.99,3.66,12.35,0.3
E01006067,E01006067 : Tameside 009A,3.11,27.85,21.7,23.05,13.8,36.16 ,2.30 ,7.28,15.43,3.32,12.31,0.39
E01006068,E01006068 : Tameside 009B,5.09,25.95,5.7,54,57.32,26.98 ,6.76 ,34.91,16.07,3.41,12.09,0.29
E01006069,E01006069 : Tameside 009C,4.8,21.41,14.63,31.39,48.23,24.31 ,5.52 ,25.99,12.86,2.69,11.53,0.46
E01006073,E01006073 : Tameside 009D,4.97,23.36,9.42,35.5,49.88,25.08 ,6.71 ,20.71,9.82,1.73,10.27,0.48
E01005993,E01005993 : Tameside 010A,5.99,24,16.78,31.41,21.82,29.22 ,2.97 ,21.75,15.48,2.3,12.78,0.36
E01005995,E01005995 : Tameside 010B,3.32,27.11,57.09,6.8,6.98,35.91 ,2.72 ,7.18,16.18,2.29,13.14,0.42
E01005996,E01005996 : Tameside 010C,6.18,23.23,10.14,36.8,36.28,25.13 ,5.38 ,22.15,15.67,2.35,12.97,0.35
E01005997,E01005997 : Tameside 010D,3.88,21.65,5.39,26.82,33.72,25.90 ,7.34 ,28.18,15.68,2.35,13.08,0.32
E01006000,E01006000 : Tameside 010E,7.07,24.42,2.14,25.53,61.28,23.45 ,8.24 ,42.84,15.67,2.36,13.19,0.34
E01005994,E01005994 : Tameside 011A,5.91,21.24,9.72,36.74,34.81,21.89 ,3.63 ,23.52,15.71,2.36,13.08,0.4
E01005999,E01005999 : Tameside 011B,6.11,28.3,1.83,50.27,52.52,27.24 ,6.68 ,33.69,16.04,2.37,13.26,0.32
E01006002,E01006002 : Tameside 011C,6.2,21.33,4.6,7.43,28.42,25.02 ,5.68 ,26.82,15.71,2.36,13.15,0.35
E01006004,E01006004 : Tameside 011D,4.01,23.11,11.09,1.47,16.48,28.27 ,3.09 ,18.4,15.71,2.36,13.08,0.29
E01006005,E01006005 : Tameside 011E,7.81,17.47,2.08,20.93,62.42,17.62 ,7.99 ,38.98,15.74,2.27,13.07,0.41
E01006007,E01006007 : Tameside 011F,5.9,21.77,10.77,35.38,34.98,26.27 ,5.09 ,25.7,15.72,2.31,13.11,0.39
E01005998,E01005998 : Tameside 012A,6.55,23.52,8.22,31.17,32.28,22.46 ,7.56 ,27.32,16.46,2.35,13.3,0.28
E01006001,E01006001 : Tameside 012B,4.93,21.92,3.11,17.42,27.44,24.64 ,5.59 ,24.22,16.01,2.28,13.17,0.28
E01006003,E01006003 : Tameside 012C,8.17,22.84,5.06,30.22,28.75,25.34 ,6.80 ,29.11,16.12,2.32,13.23,0.3
E01006006,E01006006 : Tameside 012D,5.53,22.18,5.67,22,15.83,26.68 ,5.65 ,15.45,15.95,2.25,13.03,0.36
E01005948,E01005948 : Tameside 013A,14.76,20.75,1.62,26.34,84.56,13.80 ,13.57 ,59.9,18.1,2.47,13.12,0.14
E01005950,E01005950 : Tameside 013B,9.67,19.32,6.86,63.96,50.23,13.37 ,26.21 ,29.91,17.51,2.42,13.49,0.19
E01005951,E01005951 : Tameside 013C,7.69,21.5,3.45,68.7,53.77,18.05 ,13.81 ,36.87,16.81,2.61,13.55,0.21
E01005953,E01005953 : Tameside 013E,8.54,19.78,3.77,57.42,64.84,14.44 ,16.14 ,39.73,17.47,2.59,13.95,0.25
E01033949,E01033949 : Tameside 013F,17.98,20.08,3.21,9.63,94.42,12.21 ,8.83 ,61.63,18.55,2.5,14.07,0.21
E01033950,E01033950 : Tameside 013G,12.06,22.45,3.95,19.88,89.59,12.73 ,7.62 ,57.39,17.44,2.64,13.53,0.29
E01005961,E01005961 : Tameside 014A,4.06,37.34,24.37,17.33,16.41,40.32 ,3.24 ,9.39,15.85,2.54,13.79,0.34
E01005962,E01005962 : Tameside 014B,5.43,26.86,8.39,16.78,19.43,28.52 ,7.89 ,18.62,15.57,2.49,13.5,0.39
E01005968,E01005968 : Tameside 014C,5.45,25.45,11.04,8.77,15.75,29.29 ,5.21 ,18.64,15.6,2.49,13.43,0.36
E01005969,E01005969 : Tameside 014D,5.24,25.43,9.35,25.04,17.4,31.11 ,4.23 ,17.25,15.61,2.45,13.4,0.32
E01006022,E01006022 : Tameside 015A,7.68,26.79,4.79,26.17,55.67,30.79 ,3.55 ,27.83,14.26,2.59,11.5,0.23
E01006023,E01006023 : Tameside 015B,6.78,18.95,7.21,27.49,63.97,17.84 ,7.72 ,41.25,17.65,3.31,12.3,0.33
E01006070,E01006070 : Tameside 015C,4.2,33.62,20.03,61.39,22.98,39.53 ,4.05 ,18.12,13.85,2.49,11.48,0.26
E01006071,E01006071 : Tameside 015D,3.93,34.75,78.71,5.76,9.04,45.97 ,1.43 ,8.02,11.93,1.96,11.42,0.47
E01006072,E01006072 : Tameside 015E,3.3,40.71,61.25,18.03,7.15,48.31 ,1.20 ,5.51,11.37,1.87,10.99,0.46
E01006009,E01006009 : Tameside 016A,5.94,23.9,6.66,62.63,28.21,24.93 ,2.73 ,23.17,17.76,2.88,12.61,0.34
E01006017,E01006017 : Tameside 016B,2.48,30.29,21.82,12.18,7.29,37.02 ,1.63 ,8.53,12.39,2.06,11.64,0.42
E01006018,E01006018 : Tameside 016C,2.13,25,39.18,14.18,7.65,33.39 ,2.49 ,10.64,16.34,2.99,12.11,0.41
E01006021,E01006021 : Tameside 016D,3.08,22.4,7.95,52.65,27.27,25.65 ,6.12 ,19.37,17.17,2.69,12.54,0.34
E01006008,E01006008 : Tameside 017A,5.24,22.5,10.28,53.51,33.5,26.15 ,5.22 ,18.27,16.97,2.78,12.4,0.32
E01006010,E01006010 : Tameside 017B,5.89,17.58,2.14,64.73,61.59,17.45 ,12.06 ,37.46,17.86,2.67,12.73,0.27
E01006012,E01006012 : Tameside 017C,4.16,22.87,9.8,41.33,35.71,28.81 ,4.52 ,19.17,17.81,2.68,12.41,0.37
E01006015,E01006015 : Tameside 017D,3.3,31.81,56.02,21.22,10.75,40.68 ,3.44 ,7.66,17.35,2.78,12.26,0.39
E01006016,E01006016 : Tameside 017E,8.96,19.46,3.96,28.79,75.34,17.59 ,7.43 ,50.72,17.86,2.67,12.73,0.31
E01006011,E01006011 : Tameside 018A,6.13,16.39,2.16,17.39,60.14,18.31 ,7.05 ,33.05,17.35,2.78,12.26,0.43
E01006013,E01006013 : Tameside 018B,6.21,22.29,17.49,31.45,29.53,28.21 ,4.96 ,20.88,17.17,2.69,12.6,0.39
