LSOA21CD,2021 super output area - lower layer,ah4dent,ah4gp,ah4hosp,ah4phar
E01006098,E01006098 : Trafford 014A,1.7227,2.2959,2.8798,1.2473
E01006099,E01006099 : Trafford 014B,1.0664,1.6999,2.4813,0.9422
E01006164,E01006164 : Trafford 014C,1.9382,2.596,1.9349,2.0039
E01006174,E01006174 : Trafford 014D,0.6376,1.498,1.9885,0.7387
E01006178,E01006178 : Trafford 014E,1.1858,1.9792,2.6345,1.05
E01006097,E01006097 : Trafford 015A,1.4389,2.4569,3.0346,2.0778
E01006160,E01006160 : Trafford 015B,0.6296,0.6598,0.6598,0.8281
E01006161,E01006161 : Trafford 015C,1.4161,1.2451,1.2451,1.9506
E01006162,E01006162 : Trafford 015D,0.9657,1.7447,1.8583,2.017
E01006163,E01006163 : Trafford 015E,0.9521,1.0146,1.7516,1.0146
E01006148,E01006148 : Trafford 016A,1.6741,1.5461,1.899,1.5461
E01006151,E01006151 : Trafford 016B,1.0402,1.5712,1.7049,1.5021
E01006152,E01006152 : Trafford 016C,2.8695,1.2348,1.2348,1.3396
E01006153,E01006153 : Trafford 016D,2.9527,1.7177,1.6807,1.8093
E01006172,E01006172 : Trafford 016E,2.7729,1.3191,1.5386,1.0611
E01006104,E01006104 : Trafford 017A,1.1786,1.1554,1.1786,1.011
E01006105,E01006105 : Trafford 017B,1.6501,1.4795,1.6501,1.3214
E01006106,E01006106 : Trafford 017C,1.9742,1.9742,1.9742,1.3155
E01006107,E01006107 : Trafford 017D,4.961,4.5324,4.913,4.4789
E01006108,E01006108 : Trafford 017E,1.924,1.8261,1.924,1.37
E01006102,E01006102 : Trafford 018A,1.9809,2.4548,3.2881,0.8918
E01006173,E01006173 : Trafford 018B,1.0618,1.871,2.9672,1.1815
E01006175,E01006175 : Trafford 018C,0.932,1.9056,3.7755,1.9079
E01006176,E01006176 : Trafford 018D,1.609,1.6259,3.384,1.8757
E01006177,E01006177 : Trafford 018E,1.2168,2.5844,3.894,1.6967
E01006091,E01006091 : Trafford 019A,3.6698,2.9222,2.9222,2.9625
E01006092,E01006092 : Trafford 019B,1.9611,1.9378,1.7672,1.7655
E01006095,E01006095 : Trafford 019C,4.147,2.4916,2.1845,2.2071
E01006167,E01006167 : Trafford 019D,3.7562,0.9559,0.89,1.236
E01006168,E01006168 : Trafford 019E,4.7096,2.1881,2.1689,2.1689
E01006090,E01006090 : Trafford 020A,2.946,2.065,2.5721,1.4152
E01006094,E01006094 : Trafford 020B,1.9358,1.8158,1.7056,1.2905
E01006096,E01006096 : Trafford 020C,2.3332,1.5797,1.5997,1.3702
E01006100,E01006100 : Trafford 020D,0.8083,1.707,1.9462,1.1463
E01006103,E01006103 : Trafford 020E,1.6174,1.8847,1.8847,0.7828
E01006101,E01006101 : Trafford 021A,1.9973,2.9869,3.5001,2.841
E01006190,E01006190 : Trafford 021B,2.3917,1.1092,2.196,1.0928
E01006195,E01006195 : Trafford 021C,3.5482,0.9892,3.1864,0.8925
E01006196,E01006196 : Trafford 021D,3.1095,1.4887,2.9138,1.4887
E01006210,E01006210 : Trafford 021E,2.187,1.907,3.9177,1.907
E01006204,E01006204 : Trafford 022A,1.4584,0.7513,1.37,0.755
E01006206,E01006206 : Trafford 022B,0.9404,1.7598,2.3851,1.1918
E01006207,E01006207 : Trafford 022C,1.3568,2.2545,3.0707,1.5111
E01006208,E01006208 : Trafford 022D,1.0657,2.299,2.7844,1.3771
E01006211,E01006211 : Trafford 022E,2.351,1.67,2.1553,1.67
E01006093,E01006093 : Trafford 023A,2.5049,1.845,2.1928,2.1566
E01006191,E01006191 : Trafford 023B,1.7992,1.9431,1.8174,2.0538
E01006192,E01006192 : Trafford 023C,0.9707,0.8062,0.8424,1.2077
E01006205,E01006205 : Trafford 023D,1.4308,1.2336,1.4038,1.1318
E01006209,E01006209 : Trafford 023E,2.1016,2.4628,2.6669,0.7649
E01006078,E01006078 : Trafford 024A,0.8133,1.4398,0.5975,0.9843
E01006080,E01006080 : Trafford 024B,0.5454,1.2214,0.8144,0.9519
E01006089,E01006089 : Trafford 024C,1.6606,0.885,0.8734,0.8533
E01006193,E01006193 : Trafford 024D,1.4147,1.7568,1.7517,1.9013
E01006194,E01006194 : Trafford 024E,2.2058,2.0575,2.1919,1.5796
E01006074,E01006074 : Trafford 025A,2.9757,3.1467,2.9553,1.104
E01006075,E01006075 : Trafford 025B,0.5461,0.6424,0.5327,0.7668
E01006076,E01006076 : Trafford 025C,1.1979,1.3274,1.1552,1.2971
E01006079,E01006079 : Trafford 025D,2.1047,2.4171,1.996,1.2573
E01006087,E01006087 : Trafford 025E,4.9511,5.5925,5.0148,4.828
E01006083,E01006083 : Trafford 026A,1.6494,2.2561,1.2678,0.9697
E01006084,E01006084 : Trafford 026B,1.352,3.0545,2.2051,1.2883
E01006088,E01006088 : Trafford 026C,1.7623,1.7265,0.8875,1.221
E01006139,E01006139 : Trafford 026D,2.0376,2.2816,1.6594,1.6991
E01006140,E01006140 : Trafford 026E,1.4721,3.0954,2.5807,1.5974
E01006077,E01006077 : Trafford 027A,1.1853,1.072,1.018,1.2842
E01006081,E01006081 : Trafford 027B,4.0476,3.9382,3.9853,1.992
E01006082,E01006082 : Trafford 027C,1.6061,1.6725,1.3389,1.6599
E01006085,E01006085 : Trafford 027D,2.8045,2.7267,2.7738,1.2493
E01006086,E01006086 : Trafford 027E,3.4907,3.3793,3.3164,0.9827
E01006134,E01006134 : Trafford 028A,2.1008,2.6657,2.815,2.1226
E01006135,E01006135 : Trafford 028B,2.349,1.6101,1.6101,1.4842
E01006136,E01006136 : Trafford 028C,3.2914,2.198,2.198,1.4604
E01006137,E01006137 : Trafford 028D,4.0808,2.9972,3.0058,2.0726
E01006138,E01006138 : Trafford 028E,2.5699,2.7773,2.7912,1.1195
E01006315,E01006315 : Wigan 001A,4.2804,3.8269,4.3463,3.8135
E01006316,E01006316 : Wigan 001B,3.9007,3.5366,3.7224,3.4679
E01006317,E01006317 : Wigan 001C,1.7421,1.3263,1.9049,1.4313
E01006319,E01006319 : Wigan 001D,2.0508,1.63,2.0897,1.5568
E01006229,E01006229 : Wigan 002A,1.2847,0.9277,1.0752,1.1502
E01006230,E01006230 : Wigan 002B,2.237,2.1403,1.9988,2.4578
E01006233,E01006233 : Wigan 002C,3.2955,3.2096,1.7915,3.6063
E01006237,E01006237 : Wigan 002D,2.8187,2.6476,2.8988,2.6796
E01006238,E01006238 : Wigan 002E,0.8975,0.7281,0.9317,0.8794
E01006259,E01006259 : Wigan 003A,4.115,4.6556,4.3951,4.1169
E01006312,E01006312 : Wigan 003B,1.5141,5.0427,2.9992,1.5141
E01006313,E01006313 : Wigan 003C,1.8472,5.1551,3.1116,1.8472
E01006314,E01006314 : Wigan 003D,1.5738,4.5007,2.52,1.3155
E01006318,E01006318 : Wigan 003E,1.8008,4.9475,3.2859,1.8008
E01006320,E01006320 : Wigan 003F,3.8345,5.6255,4.0757,1.0402
E01006321,E01006321 : Wigan 003G,2.8505,5.0722,3.2261,1.5875
E01006231,E01006231 : Wigan 004A,2.2726,1.7844,1.7844,1.7844
E01006232,E01006232 : Wigan 004B,4.4416,3.7442,3.0794,4.1402
E01006234,E01006234 : Wigan 004C,0.9755,1.1798,1.1798,1.1798
E01006235,E01006235 : Wigan 004D,1.7042,1.134,1.134,1.134
E01006253,E01006253 : Wigan 005A,2.7512,2.7945,2.6896,2.8521
E01006254,E01006254 : Wigan 005B,2.1058,2.4276,2.0274,2.4306
E01006255,E01006255 : Wigan 005C,0.7189,1.1885,0.7107,1.1342
E01006256,E01006256 : Wigan 005D,2.7814,2.7292,2.7345,2.7868
E01006260,E01006260 : Wigan 005E,1.852,2.3812,1.7538,2.343
E01006370,E01006370 : Wigan 006A,0.8469,0.665,0.5493,0.9719
E01006372,E01006372 : Wigan 006B,2.9428,2.3635,1.6037,3.0563
E01006373,E01006373 : Wigan 006C,2.0525,1.9978,1.9845,2.166
E01006374,E01006374 : Wigan 006D,1.6904,1.3482,1.3504,1.8605
E01006390,E01006390 : Wigan 006E,3.1801,1.4826,1.0912,1.4698
E01006236,E01006236 : Wigan 007A,3.5083,3.1827,3.1827,3.1827
E01006388,E01006388 : Wigan 007B,4.3022,3.3127,3.1951,1.4006
E01006389,E01006389 : Wigan 007C,3.2146,1.5171,1.5171,1.5171
E01006391,E01006391 : Wigan 007D,4.0005,2.303,2.1854,1.1588
E01006257,E01006257 : Wigan 008A,1.1696,1.041,1.1901,1.0653
E01006258,E01006258 : Wigan 008B,1.6509,1.5223,1.7177,1.5746
E01006369,E01006369 : Wigan 008C,1.2823,0.7876,0.7876,1.6073
E01006371,E01006371 : Wigan 008D,1.0855,1.07,0.9371,0.9938
E01006375,E01006375 : Wigan 008E,0.6307,0.5633,0.6227,0.7443
E01006306,E01006306 : Wigan 009A,1.5828,1.2648,0.7483,1.5217
E01006307,E01006307 : Wigan 009B,1.3222,1.4795,1.3654,1.3222
E01006386,E01006386 : Wigan 009C,1.5038,0.928,0.7861,1.0581
E01006387,E01006387 : Wigan 009D,2.5976,0.902,0.9098,0.9098
E01006392,E01006392 : Wigan 009E,2.2628,0.9226,0.9226,0.9226
E01006350,E01006350 : Wigan 010A,1.9785,1.9797,1.6505,1.9711
E01006351,E01006351 : Wigan 010B,0.9433,1.2086,1.0846,1.0957
E01006357,E01006357 : Wigan 010C,1.876,2.3864,2.3862,2.3864
E01006360,E01006360 : Wigan 010D,4.9323,1.2264,1.021,1.3741
E01006361,E01006361 : Wigan 010E,4.3065,0.9229,0.7927,1.1374
E01006356,E01006356 : Wigan 011A,2.7155,2.2089,2.5354,2.2089
E01006396,E01006396 : Wigan 011B,4.9571,3.6999,3.3755,3.6695
E01006397,E01006397 : Wigan 011C,3.9343,2.9563,2.8189,3.0464
E01006398,E01006398 : Wigan 011D,3.1949,2.347,3.472,2.347
E01006399,E01006399 : Wigan 011E,1.6105,0.6803,2.2997,0.6803
E01006305,E01006305 : Wigan 012A,1.9175,1.7127,1.6276,1.9175
E01006308,E01006308 : Wigan 012B,0.8545,0.906,0.7146,0.8545
E01006309,E01006309 : Wigan 012C,2.8259,1.6692,1.5993,1.5448
E01006310,E01006310 : Wigan 012D,2.6303,1.0974,1.0014,1.1031
E01006311,E01006311 : Wigan 012E,1.9532,1.7281,1.6633,1.9532
E01006269,E01006269 : Wigan 013A,0.8698,0.8526,0.6969,0.7672
E01006271,E01006271 : Wigan 013B,1.3701,1.1139,1.0018,1.0569
E01006272,E01006272 : Wigan 013C,0.7282,1.2232,0.9361,1.0458
E01006273,E01006273 : Wigan 013D,2.0496,2.5405,1.8808,1.9506
E01006276,E01006276 : Wigan 013E,0.9427,1.3773,1.0901,1.2029
E01006353,E01006353 : Wigan 014A,1.0455,1.6432,1.4913,1.2434
E01006354,E01006354 : Wigan 014B,0.7769,1.015,1.015,1.015
E01006355,E01006355 : Wigan 014C,1.5625,1.5097,1.5097,1.5691
E01006358,E01006358 : Wigan 014D,1.1798,1.1638,2.2283,1.1638
E01006359,E01006359 : Wigan 014E,0.9222,1.6443,1.6443,1.6443
E01006349,E01006349 : Wigan 015A,1.5484,1.85,1.2695,1.7234
E01006352,E01006352 : Wigan 015B,0.9825,2.5453,1.1821,0.7805
E01006404,E01006404 : Wigan 015C,2.0671,1.5873,1.5217,1.8612
E01006405,E01006405 : Wigan 015D,2.3777,1.3352,0.9484,1.3352
E01006411,E01006411 : Wigan 015E,1.6706,1.5494,1.4917,1.5173
E01006270,E01006270 : Wigan 016A,2.6313,3.1221,1.5706,1.3325
E01006274,E01006274 : Wigan 016B,1.2321,1.8011,0.9738,1.5113
E01006275,E01006275 : Wigan 016C,1.8293,2.3375,1.1711,1.4831
E01006277,E01006277 : Wigan 016D,2.3342,2.9573,1.2415,2.3564
E01006286,E01006286 : Wigan 016E,2.7778,3.3043,1.6386,1.972
E01006239,E01006239 : Wigan 017A,1.832,1.1273,1.0382,1.1273
E01006240,E01006240 : Wigan 017B,2.5281,2.1026,1.5381,2.1026
E01006241,E01006241 : Wigan 017C,2.818,1.799,1.7459,1.799
E01006287,E01006287 : Wigan 017D,2.6874,2.2984,2.0999,2.2984
E01006289,E01006289 : Wigan 017E,1.9297,1.5407,1.0237,1.5407
E01006362,E01006362 : Wigan 018A,1.4802,2.6028,1.0382,1.0368
E01006363,E01006363 : Wigan 018B,1.7727,1.9862,1.3947,1.1123
E01006364,E01006364 : Wigan 018C,1.1793,3.373,1.9767,1.2441
E01006365,E01006365 : Wigan 018D,1.6213,3.8992,2.3119,1.6213
E01006366,E01006366 : Wigan 018E,2.8162,4.9923,1.9199,2.8162
E01006367,E01006367 : Wigan 018F,2.8824,5.2772,1.6416,2.8824
E01006368,E01006368 : Wigan 018G,4.0187,3.6135,2.6421,3.6043
E01006278,E01006278 : Wigan 019A,3.5535,4.1766,2.8023,1.0814
E01006279,E01006279 : Wigan 019B,4.8065,5.4296,3.4971,1.2898
E01006280,E01006280 : Wigan 019C,2.9918,3.6149,2.2763,1.6895
E01006281,E01006281 : Wigan 019D,5.9692,5.4328,4.8932,2.7555
E01006285,E01006285 : Wigan 019E,3.9325,4.5511,2.6908,1.881
E01006406,E01006406 : Wigan 020A,2.9913,0.8949,0.8949,0.8949
E01006407,E01006407 : Wigan 020B,3.787,1.8102,1.8102,1.3464
E01006408,E01006408 : Wigan 020C,2.4299,1.2741,1.2741,1.2856
E01006409,E01006409 : Wigan 020D,3.0481,1.8776,1.5613,1.8368
E01006410,E01006410 : Wigan 020E,3.6411,2.4729,2.2721,2.2616
E01006393,E01006393 : Wigan 021A,3.834,0.777,1.2432,1.1818
E01006394,E01006394 : Wigan 021B,4.5864,1.3443,2.4595,1.7491
E01006395,E01006395 : Wigan 021C,5.095,1.7647,2.5143,2.1695
E01006400,E01006400 : Wigan 021D,3.0741,1.929,1.4727,2.5702
E01006401,E01006401 : Wigan 021E,3.3991,2.4552,3.3109,2.8174
E01006402,E01006402 : Wigan 021F,4.4005,1.2409,1.989,1.6456
E01006403,E01006403 : Wigan 021G,2.8126,1.7197,0.9181,2.3268
E01006290,E01006290 : Wigan 022A,2.1555,1.7665,1.4781,1.7665
E01006291,E01006291 : Wigan 022B,1.3121,0.9271,0.7445,0.9271
E01006292,E01006292 : Wigan 022C,1.5526,1.5478,1.7558,1.5478
E01006293,E01006293 : Wigan 022D,1.789,1.2535,1.5437,1.2535
E01006242,E01006242 : Wigan 023A,1.1405,0.9521,0.8698,0.8762
E01006243,E01006243 : Wigan 023B,2.9476,2.3503,2.7639,2.6751
E01006244,E01006244 : Wigan 023C,0.4212,0.877,0.7683,0.7381
E01006245,E01006245 : Wigan 023D,2.5588,1.8464,2.486,2.3268
E01006213,E01006213 : Wigan 024A,1.4725,1.3462,1.3462,1.2388
E01006215,E01006215 : Wigan 024B,1.4162,1.8578,0.8447,1.5054
E01006217,E01006217 : Wigan 024C,2.0945,2.1794,2.1794,2.1673
E01006218,E01006218 : Wigan 024D,0.8831,1.0688,0.8667,1.0009
E01006219,E01006219 : Wigan 024E,1.7495,1.991,1.6679,1.6358
E01006288,E01006288 : Wigan 025A,2.8497,2.3141,2.5221,2.3141
E01006294,E01006294 : Wigan 025B,0.3436,0.7177,1.0558,0.3408
E01006295,E01006295 : Wigan 025C,1.0328,0.4407,0.7858,0.6003
E01006377,E01006377 : Wigan 025D,2.2554,2.6969,1.5284,2.4257
E01006378,E01006378 : Wigan 025E,2.8805,3.2035,2.1245,3.0507
E01006212,E01006212 : Wigan 026A,2.0842,2.3257,2.3119,1.9705
E01006214,E01006214 : Wigan 026B,2.0602,2.3018,2.2879,1.2892
E01006216,E01006216 : Wigan 026C,3.7587,4.0003,3.9864,1.5731
E01006322,E01006322 : Wigan 026D,4.0832,4.0989,1.5189,1.3762
E01006329,E01006329 : Wigan 026E,1.602,1.602,1.602,3.6462
E01006282,E01006282 : Wigan 027A,7.0008,2.7436,2.7436,4.1772
E01006283,E01006283 : Wigan 027B,3.6226,3.2192,1.104,1.489
E01006284,E01006284 : Wigan 027C,5.0068,3.6634,1.5271,1.5271
E01006336,E01006336 : Wigan 027D,3.869,1.6301,1.6301,3.2168
E01006337,E01006337 : Wigan 027E,2.2263,2.5141,2.3362,2.6073
E01006376,E01006376 : Wigan 028A,1.4233,1.2573,2.2117,1.2573
E01006381,E01006381 : Wigan 028B,2.1674,1.9648,2.5491,1.9648
E01006382,E01006382 : Wigan 028C,3.2233,2.71,2.5153,2.71
E01006383,E01006383 : Wigan 028D,2.0839,1.895,2.491,1.8754
E01006384,E01006384 : Wigan 028E,2.8204,2.2069,2.2724,2.2069
E01006250,E01006250 : Wigan 029A,2.2559,1.398,2.1064,2.0455
E01006251,E01006251 : Wigan 029B,4.5306,3.492,4.5994,4.1988
E01006379,E01006379 : Wigan 029C,2.1016,1.538,1.255,2.1168
E01006380,E01006380 : Wigan 029D,2.7776,2.5677,2.0916,2.9818
E01006385,E01006385 : Wigan 029E,2.352,1.5668,2.3211,1.7385
E01006328,E01006328 : Wigan 030A,0.4778,1.875,1.1688,1.1196
E01006333,E01006333 : Wigan 030B,0.5322,1.2982,0.7308,0.575
E01006334,E01006334 : Wigan 030C,0.9246,1.7284,0.9621,1.3133
E01006338,E01006338 : Wigan 030D,1.5864,1.7845,1.5869,1.821
E01006248,E01006248 : Wigan 031A,3.0894,4.3002,4.3002,0.8941
E01006249,E01006249 : Wigan 031B,2.3975,3.6083,3.6134,1.211
E01006330,E01006330 : Wigan 031C,1.304,1.3431,1.2297,1.3373
E01006331,E01006331 : Wigan 031D,1.9451,1.9013,1.9152,1.9061
E01006332,E01006332 : Wigan 031E,1.1008,0.7246,0.6487,0.9694
E01006262,E01006262 : Wigan 032A,2.2069,1.9831,2.8311,1.9831
E01006263,E01006263 : Wigan 032B,2.255,1.6606,1.2213,1.6606
E01006266,E01006266 : Wigan 032C,1.4397,1.5011,2.6118,1.5011
E01006267,E01006267 : Wigan 032D,1.6734,1.1839,1.9761,1.1839
E01006268,E01006268 : Wigan 032E,1.473,0.8382,1.2917,0.8382
E01006323,E01006323 : Wigan 033A,3.0584,3.5134,1.5287,1.5287
E01006324,E01006324 : Wigan 033B,1.9669,2.4219,2.2182,2.4004
E01006325,E01006325 : Wigan 033C,3.1646,1.7444,3.5222,3.8091
E01006326,E01006326 : Wigan 033D,0.792,2.025,1.113,1.5264
E01006327,E01006327 : Wigan 033E,4.7768,1.9483,5.1606,5.3489
E01006246,E01006246 : Wigan 034A,1.4072,2.3811,2.5657,1.4072
E01006247,E01006247 : Wigan 034B,1.8538,2.0758,2.0551,1.848
E01006252,E01006252 : Wigan 034C,0.9391,2.1499,2.1499,0.9391
E01006297,E01006297 : Wigan 034D,1.9198,2.1317,1.8319,1.6871
E01006335,E01006335 : Wigan 034E,1.2999,0.6837,0.6837,1.2255
E01006220,E01006220 : Wigan 035A,3.5159,3.6495,3.1218,2.9947
E01006221,E01006221 : Wigan 035B,1.8921,1.8415,1.5556,1.9242
E01006222,E01006222 : Wigan 035C,3.0654,3.0556,2.7696,3.1382
E01006224,E01006224 : Wigan 035D,3.3931,3.3833,3.0973,3.4659
E01006226,E01006226 : Wigan 035E,1.6349,1.625,1.625,1.3157
E01006223,E01006223 : Wigan 036A,0.9449,0.935,0.822,0.8999
E01006225,E01006225 : Wigan 036B,1.2637,1.2539,1.2539,1.277
E01006261,E01006261 : Wigan 036C,1.9898,1.4969,1.769,1.4018
E01006264,E01006264 : Wigan 036D,2.1378,1.9381,2.0565,1.9758
E01006265,E01006265 : Wigan 036E,0.9893,0.9714,0.7186,0.6764
E01006296,E01006296 : Wigan 037A,1.8908,1.365,1.365,1.742
E01006298,E01006298 : Wigan 037B,1.1001,2.2481,1.9357,1.6619
E01006299,E01006299 : Wigan 037C,2.5932,2.7491,2.2387,2.3998
E01006300,E01006300 : Wigan 037D,2.2904,3.4384,3.0216,2.8522
E01006301,E01006301 : Wigan 037E,3.1665,4.2575,3.2858,3.6713
E01006227,E01006227 : Wigan 038A,2.2449,2.786,1.8464,1.53
E01006228,E01006228 : Wigan 038B,1.1223,1.6633,1.1482,1.0441
E01006342,E01006342 : Wigan 038C,1.373,1.8838,1.3845,1.316
E01006344,E01006344 : Wigan 038D,1.3522,2.2635,2.0413,1.5387
E01006346,E01006346 : Wigan 038E,1.5443,2.0853,1.7914,1.4496
E01006339,E01006339 : Wigan 039A,3.0601,1.088,1.1088,1.1088
E01006340,E01006340 : Wigan 039B,2.0575,2.4407,1.7184,2.1244
E01006343,E01006343 : Wigan 039C,3.6444,1.3227,1.4125,1.3227
E01006345,E01006345 : Wigan 039D,1.2655,2.0984,2.0984,2.0984
E01006348,E01006348 : Wigan 039E,2.4822,3.4204,3.8907,2.8301
